,Substrate,control_mean,AZ20_mean,AZ20_fold_change,AZ20_p-value,AZ20_ctrlCV,AZ20_treatCV,Phosphosite,Corrected P-Value,Hypothesis Rejected?,-Log10 Corrected P-Value
11738,SEPT2,697297561.9,346318876.0,0.496658665,0.225096462,0.621019431,0.349384993,None,0.6583881940894764,False,0.18151796529238992
9490,PLEKHA7,11364232977.0,9084208430.0,0.799368373,0.54417715,0.35686395,0.508142167,T1013,0.6583881940894764,False,0.18151796529238992
3038,DDX17,665004388.8,1062840118.0,1.598245269,0.086626444,0.242273918,0.278127815,S672,0.6586930328115561,False,0.18131693019367368
392,AKAP13,467285892.8,366545961.5,0.784414781,0.090893835,0.08087185,0.21294194600000002,S2563,0.658934373464151,False,0.18115783678934136
7822,MYO1C,441857235.0,367040765.3,0.830677278,0.440993462,0.290499308,0.246762796,S864,0.6592020442470473,False,0.1809814545211413
1772,CB044_HUMAN,254015367.0,331810332.6,1.3062608629999999,0.251215392,0.35608648,0.167281646,S690,0.6593893957011645,False,0.1808580414596241
6006,KDM2A,589313690.9,114278139.0,0.193917333,0.0048095790000000005,0.19149214,1.327107246,S740,0.6596227943712692,False,0.1807043449944498
6092,KIAA1522,15631636206.0,15504192127.0,0.9918470420000001,0.9722160879999999,0.300024914,0.249560953,S669,0.6596398584187839,False,0.18069311020104561
512,ANKIB1,1083630623.0,1605007179.0,1.481138633,0.547673879,0.042176309,0.8828832459999999,S737,0.659759912972468,False,0.18061407573178648
2363,CHAMP1,230180965.6,229684773.5,0.997844339,0.995337965,0.080807015,0.609002674,S282,0.6601437762278751,False,0.18036146684874013
7043,MAP7D3,2476412516.0,2633997719.0,1.063634472,0.561934357,0.150822785,0.091664636,S433,0.6601437762278751,False,0.18036146684874013
3283,DNAJC17,1773905.88,393064.9915,0.22158165,0.47605473600000003,1.732050808,1.732050808,S112,0.6601437762278751,False,0.18036146684874013
7849,MZT2A,1995400908.0,2180339265.0,1.092682306,0.808591388,0.549165047,0.29011622800000003,S139,0.6601437762278751,False,0.18036146684874013
3596,EHBP1,1065459745.0,496609454.5,0.466098749,0.041241518,0.299458845,0.41744375799999994,S964,0.6601437762278751,False,0.18036146684874013
2110,CDK12,146428485.6,319675015.0,2.1831477230000003,0.046131158,0.614246363,0.247192568,T1244,0.6601437762278751,False,0.18036146684874013
7506,MLTK_HUMAN,92411118.98,114968185.3,1.244094721,0.582323988,0.49315005799999995,0.429963276,S648,0.6601437762278751,False,0.18036146684874013
10322,PWWP2B,1128407336.0,1009905837.0,0.894983402,0.260062251,0.090118529,0.128736538,S447,0.6601437762278751,False,0.18036146684874013
1147,BAG3,873865628.1,793375010.0,0.90789131,0.831493302,0.49936618,0.5679920479999999,S136,0.6602833094946042,False,0.18026968059463616
7037,MAP7D1,157471203.7,185156362.7,1.175810932,0.5692383679999999,0.45030661200000005,0.196043546,S834,0.6602833094946042,False,0.18026968059463616
10799,RBMXL1,873613833.4,932957038.9,1.067928418,0.702956238,0.289159469,0.050183583,S157,0.6602833094946042,False,0.18026968059463616
5590,IDI1,121222637.9,125397610.4,1.034440536,0.936509778,0.627463015,0.33786826799999997,None,0.6603591315551741,False,0.1802198122858121
8209,NFIC,228982874.0,185439647.0,0.809840683,0.38287394799999996,0.187402505,0.36485775299999995,S473,0.6606054319378881,False,0.18005785957141063
3020,DCUN1D5,2217390949.0,1159911838.0,0.52309758,0.34883823,0.806543225,0.19576881,S9,0.6610753183843514,False,0.17974905716301023
2212,CECR2,706866817.5,685912872.3,0.970356587,0.801936054,0.106783789,0.169154957,S422,0.6611082305492407,False,0.17972743600214586
6936,MAP1S,507960698.5,684023554.3,1.34660724,0.104357177,0.183081572,0.18936492600000002,S655,0.6612252339511837,False,0.1796505810584807
5247,HJURP,393961726.0,334751880.0,0.849706603,0.513829499,0.177901122,0.388865534,S642,0.6612369378795299,False,0.17964289395543045
3594,EHBP1,1225417507.0,1911833594.0,1.560148752,0.016571766,0.2622998,0.08612548199999999,S432,0.6614345361642473,False,0.17951313256417223
7795,MYH16,176036000000.0,180568000000.0,1.025742434,0.641598781,0.083084715,0.036218327,None,0.6614345361642473,False,0.17951313256417223
9219,PHACTR4,5242371090.0,5463771520.0,1.04223288,0.77114199,0.151756212,0.17882661,T358,0.6614345361642473,False,0.17951313256417223
5155,HERC2,2627640029.0,2639051191.0,1.004342742,0.98199164,0.24290210199999998,0.206948367,S1539,0.6617283570317797,False,0.17932025414505856
9411,PKP4,1235312819.0,1176314062.0,0.9522398240000001,0.620647263,0.10592811,0.12396013800000001,S314,0.6617283570317797,False,0.17932025414505856
585,ANP32E,4290693289.0,4053452399.0,0.9447080290000001,0.748337978,0.22437475199999998,0.186116046,None,0.6617283570317797,False,0.17932025414505856
9297,PHRF1,301184315.1,272204203.4,0.9037794790000001,0.811521093,0.47090609299999997,0.525454113,S1180,0.6617391414462366,False,0.17931317635630337
5851,ITSN1,447759793.5,573457346.5,1.2807254129999999,0.40914973,0.418147865,0.276662876,S904,0.6617391414462366,False,0.17931317635630337
9313,PI4K2B,13124709.28,22353727.71,1.7031788840000002,0.568340602,1.00047409,1.0293082709999999,None,0.6617827876311676,False,0.1792845326340316
17,AAK1,170533166.3,367377037.8,2.154284974,0.046207545999999995,0.197211379,0.358972866,T653,0.6617827876311676,False,0.1792845326340316
9934,PRKD2,54710111.34,34880229.21,0.6375463029999999,0.7357401509999999,1.3902984530000002,1.732050808,T226,0.661830562532476,False,0.17925318152078068
4035,EWSR1,1730655773.0,1066030013.0,0.615968831,0.0024315020000000003,0.06362589,0.189248103,None,0.6619210908401106,False,0.17919378073450343
2784,CSNK1D,1089151299.0,1205137166.0,1.10649197,0.388660616,0.132544341,0.133558511,S331,0.6619210908401106,False,0.17919378073450343
10937,RGS14,930836960.7,1110593511.0,1.193112819,0.5340209370000001,0.436393013,0.21653137,S218,0.6619210908401106,False,0.17919378073450343
2960,DBN1,804398076.5,669781285.3,0.8326490390000001,0.24794013899999998,0.091609703,0.248815352,S381,0.6630186097781755,False,0.17847428153407388
6696,LRRC36,3395222285.0,2574398875.0,0.758241629,0.006357425999999999,0.076582673,0.08911608900000001,S471,0.6630443912960013,False,0.17845739429580662
10393,RAB8A,78171465.24,82279922.34,1.052556992,0.9021479170000001,0.675481448,0.207276822,S185,0.6630443912960013,False,0.17845739429580662
9719,PPM1H,31557132.85,158479709.4,5.02199329,0.222729975,1.6787478359999999,0.963689925,S211,0.6630443912960013,False,0.17845739429580662
174,ADCY6,372508263.4,469192800.4,1.259550046,0.290608154,0.284726877,0.20924435600000002,S576,0.6633175050706973,False,0.1782785414393072
6530,LEMD3,681389173.6,817873264.1,1.200302699,0.226221376,0.1959245,0.138959584,S187,0.6633427066698618,False,0.17826204148648317
6658,LR16C_HUMAN,1003864146.0,923617066.9,0.9200618140000001,0.6828798359999999,0.254534053,0.215637105,S1315,0.6635090760097324,False,0.17815313213038855
3745,EIF4H,1026000988.0,564844817.7,0.550530481,0.05335685,0.312070855,0.161517709,S21,0.6635090760097324,False,0.17815313213038855
9956,PROSER3,223828393.2,225348593.0,1.00679181,0.9951502309999999,1.541843525,1.027498077,S39,0.6635090760097324,False,0.17815313213038855
1434,BRD9,240330579.9,87936495.89,0.365898072,0.024260555,0.19366962,0.8522718779999999,S56,0.6635090760097324,False,0.17815313213038855
1315,BCLAF1,36862429.59,34605137.69,0.93876443,0.9300201570000001,1.014699818,0.594979594,S300,0.6635090760097324,False,0.17815313213038855
3995,ESRP1,2797714757.0,2843670663.0,1.01642623,0.906548903,0.22508599699999998,0.056783433,S543,0.6635090760097324,False,0.17815313213038855
3996,ESRP2,3759417691.0,4490624523.0,1.194500024,0.127087363,0.175443757,0.061726404000000006,S573,0.6635090760097324,False,0.17815313213038855
5990,KCRU_HUMAN,4174185411.0,4255447561.0,1.0194677859999999,0.891736028,0.228971516,0.061782615,None,0.6640399163498136,False,0.1778058138105631
11440,RUVBL2,253744.08,2600901.41,10.25009691,0.40369247799999997,1.732050808,1.732050808,None,0.6640399163498136,False,0.1778058138105631
8423,NSF,1784146.7230000002,13064858.91,7.322749155,0.061855065,1.732050808,0.608406362,S437,0.6640399163498136,False,0.1778058138105631
5440,HS1BP3,387292721.2,621804149.3,1.60551468,0.20621108,0.091394677,0.457422425,S249,0.6643903076450568,False,0.17757671181211207
10490,RANBP2,84811186.71,108026092.8,1.273724576,0.547126611,0.7368240909999999,0.076777401,S1400,0.6650265753664938,False,0.17716099935191493
11282,RPS6KA4,4336076892.0,4073564098.0,0.939458455,0.843231415,0.097139435,0.5305505620000001,S745,0.6651045128030769,False,0.17711010542276534
436,ALB,61452512.52,167900656.3,2.732201653,0.010287734,0.505077316,0.23387907600000002,M572,0.6651501468754858,False,0.1770803086831749
8689,OSBPL8,266509117.6,478220091.2,1.794385481,0.037591133,0.461705116,0.130289302,T39,0.665437808169014,False,0.1768925274637385
4859,GPHN,121904616.6,239021206.3,1.960723171,0.36325910200000006,0.120385201,0.860567217,S200,0.6657662128893741,False,0.17667824872280843
1377,BMPR2,490494066.8,581871029.5,1.186295755,0.22952800399999998,0.22759798899999997,0.06744619,S863,0.6657662128893741,False,0.17667824872280843
6798,LV109_HUMAN,139548526.8,13077277.29,0.093711325,0.073009022,0.716847129,1.021183245,None,0.6657662128893741,False,0.17667824872280843
2251,CENPO,1136354152.0,1098864912.0,0.9670091940000001,0.9556916329999999,0.520635269,0.866550128,S35,0.6657662128893741,False,0.17667824872280843
282,AHCY,1882905013.0,1630724445.0,0.866068354,0.7703836390000001,0.43153820299999995,0.721779293,None,0.665793199702454,False,0.17666064496604697
6741,LSM14B,915029989.9,508531323.4,0.5557537229999999,0.034592674,0.247865659,0.24490117600000003,S165,0.665793199702454,False,0.17666064496604697
686,ARFGAP2,93005157.64,46248486.09,0.497267972,0.072298298,0.190177795,0.707358715,S317,0.665793199702454,False,0.17666064496604697
2839,CTNND1,270708003.0,493618100.5,1.8234337180000002,0.045840378,0.39779129799999996,0.2223446,S920,0.665793199702454,False,0.17666064496604697
2840,CTNND1,81406498.07,153731779.1,1.888446042,0.353059755,0.899132285,0.654878726,T310,0.665793199702454,False,0.17666064496604697
8071,NCOR2,486920076.4,390299617.0,0.801568134,0.228479606,0.18954678600000002,0.215246729,T1463,0.665793199702454,False,0.17666064496604697
3902,EPN2,176003372.3,167868456.1,0.9537797709999999,0.906406284,0.153690576,0.66523478,S486,0.6659568450924045,False,0.17655391278987037
285,AHDC1,40390277.26,129245981.7,3.199928064,0.008882132,0.856021073,0.161892949,S1064,0.6659568450924045,False,0.17655391278987037
7636,MSI1,789931853.4,1059860926.0,1.341711847,0.01921931,0.140364704,0.09148852800000001,S191,0.6659568450924045,False,0.17655391278987037
7546,MPDZ,246092508.8,366910110.4,1.490943841,0.019169872,0.196550145,0.121928705,S230,0.6659568450924045,False,0.17655391278987037
10950,RHOA,1832958.729,37051801.29,20.21420379,0.361696046,1.5870724859999998,1.665973243,None,0.6659568450924045,False,0.17655391278987037
11809,SF3B1,1078890247.0,1327300992.0,1.2302465390000001,0.155258345,0.142879128,0.162169382,S194,0.6659568450924045,False,0.17655391278987037
10595,RASAL3,93706311.59,153414785.2,1.6371873209999999,0.417294314,1.06805757,0.416603324,S944,0.6662172902326293,False,0.17638410032214571
2349,CHAF1A,801559318.6,16656885.34,0.020780602,0.13638059,0.985898937,1.732050808,S255,0.6663194176063829,False,0.17631753051630342
8832,PARD3,1288258178.0,1914162990.0,1.485853553,0.01868405,0.06499102400000001,0.17170047600000002,M228,0.6665416930778154,False,0.17617267969752468
10961,RIC8A,293449621.2,358675564.8,1.222273054,0.41371251700000006,0.280423961,0.275785781,Y435,0.6665416930778154,False,0.17617267969752468
797,ARHGEF11,22625447.13,41392105.9,1.829449189,0.290513462,0.6463149810000001,0.578200806,S1295,0.6674543459768079,False,0.17557843478500373
9456,PLEK,141324303.3,97566404.75,0.6903724440000001,0.467300703,0.551120195,0.604301023,M133,0.667486922027523,False,0.1755572389475393
11843,SFPQ,90390062.64,486523548.9,5.382489344,0.00322033,0.635881617,0.27366070600000003,M38,0.667486922027523,False,0.1755572389475393
8932,PCDH7,349294333.8,357270249.4,1.0228343690000001,0.917436632,0.21335241300000002,0.290563083,S1011,0.667486922027523,False,0.1755572389475393
9704,PPIP5K1,165713150.9,147598367.2,0.8906859009999999,0.614328391,0.076271645,0.390871604,S1152,0.6676452112509653,False,0.17545426166926945
11330,RREB1,2072132525.0,1327110005.0,0.640456143,0.697355988,1.289650723,1.273514574,S1505,0.6676452112509653,False,0.17545426166926945
10786,RBMX,573755599.3,594563918.4,1.036266869,0.891447827,0.37389408399999996,0.22605406,None,0.6676452112509653,False,0.17545426166926945
4804,GOLGA4,3931175972.0,4387473074.0,1.116071401,0.067506964,0.073542795,0.046884319,S71,0.6677054912007077,False,0.17541505212002934
7468,MKI67,3581549.017,148648780.6,41.50404752,0.030711433,1.009788318,0.60080778,T1503,0.6678707678889066,False,0.17530756480352463
4006,ETNK2,51725557.91,647381022.4,12.51568951,2.8600000000000004e-05,1.5750473280000001,0.063432623,T322,0.6678707678889066,False,0.17530756480352463
2319,CERS2,107431359.3,102276354.8,0.952015831,0.9371780470000001,1.004730211,0.12138096699999999,S348,0.667940488810029,False,0.17526222993874896
3696,EIF4EBP2,431296580.2,2433082.696,0.005641322,0.03133715,0.615947581,1.732050808,M67,0.667940488810029,False,0.17526222993874896
10992,RING1,221850174.2,4002672.1089999997,0.018042231000000002,0.054406143,0.712480433,1.732050808,M30,0.6680725249712359,False,0.17517638859466167
6375,KRT84,4885927370.0,3345593263.0,0.684740687,0.437257915,0.634934254,0.24255110100000002,None,0.6684124096510359,False,0.17495549565336635
10986,RILPL2,12483399647.0,13563479871.0,1.086521321,0.495439102,0.090507495,0.17088100899999997,S107,0.6684124096510359,False,0.17495549565336635
9913,PRKAR2B,378006322.0,869473491.1,2.300155951,0.094111919,0.40617946200000005,0.460000814,T69,0.6684124096510359,False,0.17495549565336635
3528,EEA1,3167014710.0,865958253.8,0.27343044899999996,0.023891795,0.405203525,0.38940251200000003,None,0.6686664985097033,False,0.17479043525208837
10744,RBM23,3466713316.0,3634273903.0,1.048334134,0.618428851,0.151927439,0.046231552999999995,S149,0.6686664985097033,False,0.17479043525208837
6734,LSM14A,19269416333.0,25584805636.0,1.327741598,0.03253059,0.147340773,0.107479744,S183,0.6686664985097033,False,0.17479043525208837
10624,RB1,1328182.0459999999,121442297.5,91.43497897,1.89e-05,1.190442338,0.140359177,S855,0.6686664985097033,False,0.17479043525208837
11787,SETSIP,1020854248.0,901592285.9,0.883174349,0.562389633,0.32547459,0.062393794,None,0.6686664985097033,False,0.17479043525208837
10623,RB1,7958311920.0,12382576036.0,1.5559299709999999,0.069280853,0.297305638,0.20495338899999999,S811,0.6686664985097033,False,0.17479043525208837
5229,HIST2H2BF,986524465.1,968426191.3,0.9816545109999999,0.963532449,0.6032653920000001,0.289086107,None,0.6686736773635342,False,0.17478577265888814
5442,HS74L_HUMAN,76652956.54,41326637.06,0.539139505,0.539200702,1.152918245,0.774925311,None,0.6689053401545367,False,0.17463533687680274
5441,HS3ST2,1138361607.0,1404280570.0,1.233597972,0.021691407000000003,0.096584238,0.072231655,S47,0.6689053401545367,False,0.17463533687680274
8665,OSBPL10,235950449.1,272340100.3,1.154225819,0.44546242700000005,0.148466374,0.25261548899999997,S201,0.6691504651043102,False,0.17447621583889694
6966,MAP3K2,4194317078.0,3017720768.0,0.7194784540000001,0.038567919,0.147963863,0.152209528,S164,0.6691504651043102,False,0.17447621583889694
6785,LUZP1,130630407.3,184666776.8,1.4136584319999999,0.5096390000000001,0.61383194,0.5782627929999999,S423,0.6692549800756168,False,0.1744083884468754
2509,CLASP2,2553539243.0,2611967598.0,1.022881323,0.7998299,0.094515227,0.11326141699999999,S370,0.6692635788699551,False,0.1744028085333101
1257,BCL11A,168862518.6,109210050.6,0.64673944,0.180124562,0.132422722,0.589197958,M92,0.6692635788699551,False,0.1744028085333101
7635,MSH6,141035000000.0,95026028976.0,0.6737777690000001,0.315298336,0.506184367,0.146830708,T924,0.6692802145979182,False,0.17439201351129824
3928,EPS8,178972103.4,142597851.5,0.7967602140000001,0.654410175,0.648427063,0.46726344299999995,S660,0.6695573121521843,False,0.17421224272047334
9583,POGZ,339585389.7,118624144.1,0.34932051799999997,0.37332117200000003,1.003569115,1.732050808,S746,0.6695573121521843,False,0.17421224272047334
9582,POGZ,5551121655.0,5186667095.0,0.93434578,0.701064584,0.19032025100000002,0.223184733,S425,0.6695573121521843,False,0.17421224272047334
994,ATF7IP,2268177665.0,1952940749.0,0.8610175379999999,0.267997848,0.086362355,0.20590673199999998,S113,0.6704989566611306,False,0.17360189360159375
7324,METTL14,69785890.71,21433050.1,0.307125837,0.363446214,1.178285387,1.036264404,S399,0.6704989566611306,False,0.17360189360159375
9756,PPP1R14B,7403011.556,58074605.4,7.844727102999999,0.027672026000000002,1.732050808,0.473910321,Y29,0.6704989566611306,False,0.17360189360159375
1146,BAG3,6413589.042,6266286.094,0.977032681,0.987425665,1.732050808,1.732050808,None,0.6704989566611306,False,0.17360189360159375
11790,SETX,423821048.2,344248999.0,0.812250832,0.246918339,0.21856368,0.15815674300000002,None,0.6704989566611306,False,0.17360189360159375
9757,PPP1R16A,382215325.0,233027358.2,0.609675602,0.294001117,0.538166529,0.38858345899999996,S333,0.6704989566611306,False,0.17360189360159375
1004,ATG2A,1982028757.0,1028171114.0,0.51874682,0.020530755,0.144893904,0.43229301299999995,S403,0.6704989566611306,False,0.17360189360159375
8871,PASK,46040118.51,44355569.42,0.9634112779999999,0.9761528740000001,1.666267324,1.210495254,S777,0.6704989566611306,False,0.17360189360159375
104,ACLY,4059609179.0,1765760537.0,0.434958258,0.000100945,0.066922278,0.194698085,S455,0.6704989566611306,False,0.17360189360159375
5897,JMJD1C,471264752.1,163393965.7,0.34671374200000005,0.004979558,0.225502636,0.384109989,S641,0.6704989566611306,False,0.17360189360159375
1655,CALD1,481351352.9,395713099.2,0.8220878509999999,0.32196365899999996,0.20433558899999998,0.242614523,T730,0.6704989566611306,False,0.17360189360159375
7963,NCAPH,182018083.4,221022474.9,1.214288552,0.520410735,0.068223353,0.44434010700000004,S81,0.6705048733577587,False,0.17359806126548974
7964,NCAPH,101523990.9,68485056.95,0.674570181,0.35855556899999996,0.311258562,0.702566445,T49,0.6705048733577587,False,0.17359806126548974
5339,HNRNPA2B1,5771711649.0,6054321214.0,1.048964602,0.572260843,0.111183579,0.08425645,S259,0.6709205393707129,False,0.17332891255277616
3402,DSCAML1,3170007660.0,4531814688.0,1.4295910840000001,0.11094026300000001,0.375862749,0.09211244,None,0.6709205393707129,False,0.17332891255277616
2183,CDR2,23229241500.0,13457804929.0,0.579347583,0.439314705,0.87769453,0.10643392199999999,S145,0.6709205393707129,False,0.17332891255277616
2143,CDK17,979083919.3,758224038.5,0.77442191,0.38507607299999996,0.330747368,0.328199077,S137,0.6709205393707129,False,0.17332891255277616
4134,FAM117A,516501077.9,497892497.9,0.963971847,0.863922686,0.271898488,0.22674346,S67,0.6709215590000001,False,0.17332825253566458
5162,HEY2,1511047204.0,377604449.6,0.24989586600000002,0.259619477,1.041597447,0.265975118,S39,0.6709957356362622,False,0.17328023988395141
3077,DDX42,6122495595.0,5771818432.0,0.942723166,0.7634496390000001,0.080155345,0.323106285,S185,0.6710718070073342,False,0.17323100633098484
507,ANK2,106116311.5,125008156.4,1.178029604,0.575352306,0.15797216,0.421191272,S3823,0.6715758528678886,False,0.17290492771380095
6980,MAP3K9,78012553.69,52977947.99,0.679095165,0.35286603899999996,0.502881294,0.335320331,S519,0.6717334750957311,False,0.17280300857624048
9396,PKP2,65228454.36,60122235.0,0.921717916,0.7761620140000001,0.29664663,0.37552585200000005,S289,0.6717334750957311,False,0.17280300857624048
5492,HSP90B2P,999977697.1,955535078.3,0.95555639,0.891273657,0.451507886,0.309641708,None,0.6717892785695174,False,0.17276693156796616
2451,CHMP2B,599449984.5,658686776.4,1.098818573,0.639283826,0.12437001800000001,0.294729124,S199,0.6721744056062102,False,0.17251802818848494
11406,RTF1,34496537.02,99525065.17,2.8850740910000003,0.383511559,0.880547868,1.164635736,S697,0.6721908525400891,False,0.1725074018909294
948,ASH1L,326535881.3,369381306.5,1.131211997,0.329414623,0.128150045,0.15167228,S1748,0.6721908525400891,False,0.1725074018909294
9824,PPP6R2,6870494.955,117161290.5,17.05281661,0.338662956,0.9666849909999999,1.567593808,S427,0.6721908525400891,False,0.1725074018909294
7669,MTBP,132371753.9,203270239.6,1.5356013169999998,0.102928815,0.395873965,0.179721674,S639,0.6721908525400891,False,0.1725074018909294
8313,NOLC1,41225724619.0,40133911804.0,0.973516225,0.926264124,0.030729529,0.487247029,S538,0.6721908525400891,False,0.1725074018909294
7152,MATR3,543812314.2,983747458.5,1.8089834169999999,0.033978754,0.33725463899999997,0.213248226,Y597,0.6721908525400891,False,0.1725074018909294
6446,LARP1,1165093440.0,671142357.0,0.576041658,0.002073621,0.094084881,0.184690341,S824,0.6722300440068396,False,0.17248208149045666
4573,FXR1,7469148.768999999,11359032.18,1.520793404,0.7111846470000001,1.732050808,1.01783583,S420,0.6723043273301527,False,0.1724340933718442
4800,GOLGA2,27810155.71,33839729.77,1.216811949,0.452301396,0.130620295,0.36875530100000004,S981,0.6725641310689984,False,0.1722662980296939
3878,EPB41L3,10715168920.0,559613119.1,0.052226253,0.367629728,1.684923599,0.637213826,S762,0.6725641310689984,False,0.1722662980296939
11456,S100A16,8319509854.0,8379520283.0,1.007213217,0.912868353,0.042616987,0.10012435300000001,None,0.6726530551416086,False,0.1722088809308119
7789,MYH10,4025606665.0,3269512486.0,0.8121788240000001,0.27844541899999997,0.055704654000000006,0.329098565,S1956,0.6726530551416086,False,0.1722088809308119
10946,RHBDF1,1750125775.0,1239687182.0,0.708341766,0.16625942900000001,0.316617785,0.07185532900000001,S51,0.6727506861166375,False,0.17214585064110471
10494,RANBP2,152754712.3,239345334.5,1.566860563,0.065890891,0.30948400600000003,0.19721275800000002,S1613,0.6727587795767398,False,0.17214062593603707
6262,KMT2D,160739188.7,166848017.0,1.038004598,0.9121814220000001,0.16130403699999998,0.528989488,S3837,0.6727836263008413,False,0.17212458661223018
4262,FAM83G,17927695.49,182432774.6,10.17603042,0.393268574,0.7510607009999999,1.696855741,T689,0.6727836263008413,False,0.17212458661223018
4265,FAM83H,18202512016.0,14245522192.0,0.782612981,0.019202828999999998,0.089714501,0.099117601,S523,0.6727836263008413,False,0.17212458661223018
10353,RAB11A,38434527.17,135592902.8,3.52789309,0.175359075,1.2431190159999999,0.7269101,None,0.6727836263008413,False,0.17212458661223018
1822,CCAR2,65004776.52,145184826.1,2.233448584,0.005964023000000001,0.431326401,0.125105029,S124,0.6728972560042857,False,0.17205124269547784
6754,LSP1,265805151.8,432949617.7,1.6288232740000002,0.030109195,0.37920520799999996,0.042192897,T244,0.6729150866296414,False,0.17203973478764256
8754,PACSIN3,99409578.66,123896413.2,1.246322687,0.700848829,1.034163172,0.180762885,S358,0.6729150866296414,False,0.17203973478764256
10070,PRRC2B,116738528.1,160812955.8,1.3775482559999999,0.183021113,0.275392339,0.243966833,T225,0.6729161027740248,False,0.17203907897597465
4857,GPHN,8291768660.0,9051460059.0,1.091619946,0.489762087,0.151002692,0.141166443,S188,0.6729161027740248,False,0.17203907897597465
9989,PRPF4B,54378345563.0,35578418144.0,0.65427548,0.346640414,0.446992465,0.580332229,S356,0.6729161027740248,False,0.17203907897597465
6538,LGALS1,448460424.9,371584971.9,0.828579182,0.27432438600000003,0.168114557,0.218115678,None,0.6732271726719518,False,0.17183836342804637
8253,NIPBL,10764632189.0,11525861896.0,1.070715812,0.562481218,0.160625826,0.111079476,S2658,0.6732524015576862,False,0.17182208874245886
5930,K0753_HUMAN,1734981413.0,1855727212.0,1.069594865,0.490181162,0.075782889,0.136030697,S301,0.6732524015576862,False,0.17182208874245886
11784,SETD5,225579065.8,265865516.7,1.178591266,0.430679631,0.318859157,0.152818621,S1144,0.6732524015576862,False,0.17182208874245886
9647,POU2F1,442242124.4,649953159.1,1.4696771819999999,0.037740168,0.23244389399999998,0.135751031,T270,0.673583764372841,False,0.17160838933539863
8282,NMT1,2666037235.0,3424213875.0,1.284383365,0.070555042,0.19669526,0.08404772099999999,S47,0.6739217589982578,False,0.1713905212802938
6597,LINC00479,8103887181.0,8686896540.0,1.071941939,0.819177119,0.48515520100000004,0.178983112,None,0.6739217589982578,False,0.1713905212802938
5207,HIST1H1D,218020804.1,930067825.6,4.265959066000001,0.17025666600000003,0.088663666,0.850889428,T147,0.6739365821810986,False,0.17138096890180476
2593,CNKSR1,47746406.22,9753019.818,0.204267098,0.46523799299999996,1.732050808,1.732050808,S314,0.6739365821810986,False,0.17138096890180476
6096,KIAA1522,2787574462.0,2713064246.0,0.9732705909999999,0.837829375,0.075831892,0.20846912899999998,S929,0.674034342547045,False,0.17131797527668285
510,ANKHD1,631023537.1,1215638729.0,1.9264554459999998,0.001762739,0.10907231099999999,0.14537483699999998,S1670,0.674034342547045,False,0.17131797527668285
3130,DENND4B,53111280.13,95593403.67,1.799870074,0.303993142,0.589808774,0.601376522,S953,0.674034342547045,False,0.17131797527668285
3665,EIF3J,10882642.95,1025069.98,0.09419311,0.390148355,1.686315569,1.732050808,None,0.674034342547045,False,0.17131797527668285
7820,MYO18A,80400429.49,100829098.1,1.25408656,0.777297398,0.8370095409999999,0.9804413820000001,T982,0.674034342547045,False,0.17131797527668285
3664,EIF3I,3840622371.0,3333704984.0,0.868011656,0.045505867,0.032987999,0.097517354,None,0.674034342547045,False,0.17131797527668285
6380,KSR1,31679291.78,81044577.26,2.5582824840000002,0.036574788999999996,0.787407043,0.24561854,T274,0.674034342547045,False,0.17131797527668285
11133,RPL26,317480617.2,59905230.31,0.18868941,0.177121234,0.9139541259999999,0.511022987,None,0.674034342547045,False,0.17131797527668285
8079,NDE1,374771826.4,622313417.8,1.6605128080000002,0.025474686,0.244902299,0.18066253100000002,S211,0.674034342547045,False,0.17131797527668285
1276,BCL2L12,730059957.6,698505838.0,0.956778729,0.634235934,0.073598391,0.13592648699999998,S273,0.674034342547045,False,0.17131797527668285
3025,DDB2,4495922979.0,5041482574.0,1.121345405,0.049457390999999996,0.038736246,0.068086866,S26,0.674034342547045,False,0.17131797527668285
6061,KIAA0930,395758170.5,256557239.2,0.648267701,0.046212523,0.22211539100000002,0.152783555,S324,0.674034342547045,False,0.17131797527668285
6316,KRT18,16566406720.0,20838964824.0,1.257904938,0.5594785720000001,0.410337605,0.473406969,M84,0.674034342547045,False,0.17131797527668285
615,AP5B1,89746499.05,18108767.19,0.201776865,0.330382744,1.300306009,0.582454024,None,0.674034342547045,False,0.17131797527668285
9331,PIF1,243408421.9,282624888.0,1.161113842,0.656764376,0.320864778,0.43374085700000004,S27,0.674034342547045,False,0.17131797527668285
9143,PFAS,1419438444.0,1167107531.0,0.822231873,0.309158124,0.233135333,0.182335914,S569,0.674034342547045,False,0.17131797527668285
10278,PTPRC,828809360.1,891291822.8,1.07538822,0.7570395590000001,0.21361318699999998,0.31798525699999997,S973,0.674034342547045,False,0.17131797527668285
7200,MCM4,7870462506.0,16021149748.0,2.0356046080000003,0.000157896,0.130769548,0.083361239,S120,0.674034342547045,False,0.17131797527668285
9036,PDHA1,173247499.3,22441492.9,0.129534296,0.117006305,0.7927896259999999,1.732050808,None,0.674034342547045,False,0.17131797527668285
2574,CLSPN,125709780.8,262163087.8,2.08546293,0.164013955,1.006864013,0.300551322,S516,0.674034342547045,False,0.17131797527668285
2234,CENPF,214217278.8,335553330.2,1.5664158000000001,0.27188251,0.612787467,0.339124965,S1750,0.674034342547045,False,0.17131797527668285
